filepath,filename,modality_code,vocal_channel,emotion_code,emotion,intensity_code,intensity,statement,repetition,actor_id,gender
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-02-02-02-02-06.wav,03-01-02-02-02-02-06.wav,03,speech,02,calm,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-01-01-01-06.wav,03-01-03-01-01-01-06.wav,03,speech,03,happy,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-01-01-02-06.wav,03-01-03-01-01-02-06.wav,03,speech,03,happy,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-01-02-01-06.wav,03-01-03-01-02-01-06.wav,03,speech,03,happy,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-01-02-02-06.wav,03-01-03-01-02-02-06.wav,03,speech,03,happy,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-02-01-01-06.wav,03-01-03-02-01-01-06.wav,03,speech,03,happy,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-02-01-02-06.wav,03-01-03-02-01-02-06.wav,03,speech,03,happy,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-02-02-01-06.wav,03-01-03-02-02-01-06.wav,03,speech,03,happy,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-03-02-02-02-06.wav,03-01-03-02-02-02-06.wav,03,speech,03,happy,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-01-01-01-06.wav,03-01-04-01-01-01-06.wav,03,speech,04,sad,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-01-01-02-06.wav,03-01-04-01-01-02-06.wav,03,speech,04,sad,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-01-02-01-06.wav,03-01-04-01-02-01-06.wav,03,speech,04,sad,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-01-02-02-06.wav,03-01-04-01-02-02-06.wav,03,speech,04,sad,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-02-01-01-06.wav,03-01-04-02-01-01-06.wav,03,speech,04,sad,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-02-01-02-06.wav,03-01-04-02-01-02-06.wav,03,speech,04,sad,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-02-02-01-06.wav,03-01-04-02-02-01-06.wav,03,speech,04,sad,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-04-02-02-02-06.wav,03-01-04-02-02-02-06.wav,03,speech,04,sad,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-01-01-01-06.wav,03-01-05-01-01-01-06.wav,03,speech,05,angry,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-01-01-02-06.wav,03-01-05-01-01-02-06.wav,03,speech,05,angry,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-01-02-01-06.wav,03-01-05-01-02-01-06.wav,03,speech,05,angry,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-01-02-02-06.wav,03-01-05-01-02-02-06.wav,03,speech,05,angry,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-02-01-01-06.wav,03-01-05-02-01-01-06.wav,03,speech,05,angry,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-02-01-02-06.wav,03-01-05-02-01-02-06.wav,03,speech,05,angry,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-02-02-01-06.wav,03-01-05-02-02-01-06.wav,03,speech,05,angry,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-05-02-02-02-06.wav,03-01-05-02-02-02-06.wav,03,speech,05,angry,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-01-01-01-06.wav,03-01-06-01-01-01-06.wav,03,speech,06,fearful,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-01-01-02-06.wav,03-01-06-01-01-02-06.wav,03,speech,06,fearful,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-01-02-01-06.wav,03-01-06-01-02-01-06.wav,03,speech,06,fearful,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-01-02-02-06.wav,03-01-06-01-02-02-06.wav,03,speech,06,fearful,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-02-01-01-06.wav,03-01-06-02-01-01-06.wav,03,speech,06,fearful,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-02-01-02-06.wav,03-01-06-02-01-02-06.wav,03,speech,06,fearful,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-02-02-01-06.wav,03-01-06-02-02-01-06.wav,03,speech,06,fearful,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-06-02-02-02-06.wav,03-01-06-02-02-02-06.wav,03,speech,06,fearful,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-01-01-01-06.wav,03-01-07-01-01-01-06.wav,03,speech,07,disgust,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-01-01-02-06.wav,03-01-07-01-01-02-06.wav,03,speech,07,disgust,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-01-02-01-06.wav,03-01-07-01-02-01-06.wav,03,speech,07,disgust,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-01-02-02-06.wav,03-01-07-01-02-02-06.wav,03,speech,07,disgust,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-02-01-01-06.wav,03-01-07-02-01-01-06.wav,03,speech,07,disgust,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-02-01-02-06.wav,03-01-07-02-01-02-06.wav,03,speech,07,disgust,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-02-02-01-06.wav,03-01-07-02-02-01-06.wav,03,speech,07,disgust,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-07-02-02-02-06.wav,03-01-07-02-02-02-06.wav,03,speech,07,disgust,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-01-01-01-06.wav,03-01-08-01-01-01-06.wav,03,speech,08,surprised,01,normal,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-01-01-02-06.wav,03-01-08-01-01-02-06.wav,03,speech,08,surprised,01,normal,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-01-02-01-06.wav,03-01-08-01-02-01-06.wav,03,speech,08,surprised,01,normal,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-01-02-02-06.wav,03-01-08-01-02-02-06.wav,03,speech,08,surprised,01,normal,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-02-01-01-06.wav,03-01-08-02-01-01-06.wav,03,speech,08,surprised,02,strong,kids_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-02-01-02-06.wav,03-01-08-02-01-02-06.wav,03,speech,08,surprised,02,strong,kids_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-02-02-01-06.wav,03-01-08-02-02-01-06.wav,03,speech,08,surprised,02,strong,dogs_door,1,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_06/03-01-08-02-02-02-06.wav,03-01-08-02-02-02-06.wav,03,speech,08,surprised,02,strong,dogs_door,2,6,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07.wav,03,speech,01,neutral,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07.wav,03,speech,01,neutral,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07.wav,03,speech,01,neutral,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07.wav,03,speech,01,neutral,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-01-01-01-07.wav,03-01-02-01-01-01-07.wav,03,speech,02,calm,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-01-01-02-07.wav,03-01-02-01-01-02-07.wav,03,speech,02,calm,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-01-02-01-07.wav,03-01-02-01-02-01-07.wav,03,speech,02,calm,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-01-02-02-07.wav,03-01-02-01-02-02-07.wav,03,speech,02,calm,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-02-01-01-07.wav,03-01-02-02-01-01-07.wav,03,speech,02,calm,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-02-01-02-07.wav,03-01-02-02-01-02-07.wav,03,speech,02,calm,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-02-02-01-07.wav,03-01-02-02-02-01-07.wav,03,speech,02,calm,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-02-02-02-02-07.wav,03-01-02-02-02-02-07.wav,03,speech,02,calm,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07.wav,03,speech,03,happy,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07.wav,03,speech,03,happy,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07.wav,03,speech,03,happy,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07.wav,03,speech,03,happy,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07.wav,03,speech,03,happy,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07.wav,03,speech,03,happy,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07.wav,03,speech,03,happy,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07.wav,03,speech,03,happy,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07.wav,03,speech,04,sad,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07.wav,03,speech,04,sad,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07.wav,03,speech,04,sad,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07.wav,03,speech,04,sad,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07.wav,03,speech,04,sad,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07.wav,03,speech,04,sad,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07.wav,03,speech,04,sad,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07.wav,03,speech,04,sad,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07.wav,03,speech,05,angry,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07.wav,03,speech,05,angry,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07.wav,03,speech,05,angry,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,03,speech,05,angry,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07.wav,03,speech,05,angry,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07.wav,03,speech,05,angry,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07.wav,03,speech,05,angry,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07.wav,03,speech,05,angry,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07.wav,03,speech,06,fearful,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07.wav,03,speech,06,fearful,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07.wav,03,speech,06,fearful,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07.wav,03,speech,06,fearful,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07.wav,03,speech,06,fearful,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07.wav,03,speech,06,fearful,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07.wav,03,speech,06,fearful,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07.wav,03,speech,06,fearful,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07.wav,03,speech,07,disgust,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07.wav,03,speech,07,disgust,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07.wav,03,speech,07,disgust,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07.wav,03,speech,07,disgust,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07.wav,03,speech,07,disgust,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07.wav,03,speech,07,disgust,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07.wav,03,speech,07,disgust,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,03,speech,07,disgust,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07.wav,03,speech,08,surprised,01,normal,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07.wav,03,speech,08,surprised,01,normal,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07.wav,03,speech,08,surprised,01,normal,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07.wav,03,speech,08,surprised,01,normal,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07.wav,03,speech,08,surprised,02,strong,kids_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07.wav,03,speech,08,surprised,02,strong,kids_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07.wav,03,speech,08,surprised,02,strong,dogs_door,1,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_07/03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07.wav,03,speech,08,surprised,02,strong,dogs_door,2,7,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08.wav,03,speech,01,neutral,01,normal,kids_door,1,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08.wav,03,speech,01,neutral,01,normal,kids_door,2,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08.wav,03,speech,01,neutral,01,normal,dogs_door,1,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08.wav,03,speech,01,neutral,01,normal,dogs_door,2,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08.wav,03,speech,02,calm,01,normal,kids_door,1,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08.wav,03,speech,02,calm,01,normal,kids_door,2,8,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_08/03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08.wav,03,speech,02,calm,01,normal,dogs_door,1,8,female
